decision_type,decision_key,signature,count,sample_fid,sample_master,sample_summary,decision,notes
pattern,ARMO|Record Header:+;FULL:Heaven's Fury Greaves->Greaves of Heaven's Fury ;SCRI:+;ENAM:+;,ARMO,1,04004C87,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,SCRI+,ENAM+",keep,
pattern,ARMO|Record Header:+;FULL:Heaven's Fury Helmet->Helmet of Heaven's Fury ;SCRI:+;ENAM:+;,ARMO,1,04004C88,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,SCRI+,ENAM+",keep,
pattern,ARMO|Record Header:+;FULL:Heaven's Fury Shield->Shield of Heaven's Fury ;SCRI:+;ENAM:+;,ARMO,1,04004C8A,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,SCRI+,ENAM+",keep,
pattern,ARMO|Record Header:+;FULL:Amazon's Bronze Armor->Briarborn Hunter Armor;,ARMO,1,0400790C,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,ARMO|Record Header:+;FULL:Amazon's Cobalt Armor->Briarborn Hunter Armor;,ARMO,1,0400790D,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,ARMO|Record Header:+;FULL:Amazon's Leather Armor->Briarborn Hunter Armor;,ARMO,1,0400790E,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,ARMO|Record Header:+;FULL:Amazon's Dark Plated Bikini->Briarborn Leather Harness;,ARMO,1,040329CD,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,ARMO|Record Header:+;FULL:Amazon's Dark Plated Greaves->Briarborn Leather Greaves;,ARMO,1,040329CE,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,ARMO|Record Header:+;FULL:Amazon's Dark Cowl->Cowl of the Wise Mother;,ARMO,1,040329D5,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,ARMO|Record Header:+;FULL:Amazon's Dark Plated Boots->Briarborn Leather Boots;,ARMO,1,04034754,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,ARMO|Record Header:+;FULL:Amazon's Dark Plated Gauntlets->Briarborn Leather Gauntlets;,ARMO,1,04034C3B,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,ARMO|Record Header:+;FULL:Chromed Amazon Boots->Granite Briarborn Boots;,ARMO,1,040392EF,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,ARMO|Record Header:+;FULL:Chromed Amazon Cuirass->Granite Briarborn Cuirass;,ARMO,1,040392F0,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,ARMO|Record Header:+;FULL:Chromed Amazon Gauntlets->Granite Briarborn Gauntlets;,ARMO,1,040392F1,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,ARMO|Record Header:+;FULL:Chromed Amazon Greaves->Granite Briarborn Greaves;,ARMO,1,040392F2,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,ARMO|Record Header:+;FULL:Amazon Queen's Boots->Verdant Briarborn Boots;ENAM:+;,ARMO,1,040392F3,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,ENAM+",keep,
pattern,ARMO|Record Header:+;FULL:Amazon Queen's Cuirass->Verdant Briarborn Cuirass;ENAM:+;,ARMO,1,040392F4,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,ENAM+",keep,
pattern,ARMO|Record Header:+;FULL:Amazon Queen's Gauntlets->Verdant Briarborn Gauntlets;ENAM:+;,ARMO,1,040392F5,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,ENAM+",keep,
pattern,ARMO|Record Header:+;FULL:Amazon Queen's Greaves->Verdant Briarborn Greaves;ENAM:+;,ARMO,1,040392F6,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,ENAM+",keep,
pattern,ARMO|Record Header:+;Female:+;,ARMO,1,76037D63,OOOShiveringIsles.esp,"""Record Header+"",Female+",keep,
pattern,CLAS|Record Header:+;FULL:Amazon Man-Eater->Briarborn Thorn Warden;,CLAS,1,040303DD,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,CLAS|Record Header:+;FULL:Amazon Man-Hunter->Briarborn Hunter;,CLAS,1,040303DE,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,CLAS|Record Header:+;FULL:Amazon Raging Priestess->Briarborn Hedge Witch;,CLAS,1,040303DF,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,CLOT|Record Header:+;SCRI:TGGrayCowlScript [SCPT:0003A82B]->OOONewCowlScript [SCPT:050051C0];,CLOT,1,00022E81,Oblivion.esm,"""Record Header+"",SCRI",keep,
pattern,CLOT|Record Header:+;FULL:Ciirta's Robe->Ciirta's Robes;SCRI:+;Female:+;,CLOT,1,00097604,Oblivion.esm,"""Record Header+"",FULL,SCRI+,Female+",keep,
pattern,CLOT|Record Header:+;ICO2:+;,CLOT,1,04005B72,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",ICO2+",keep,
pattern,CLOT|Record Header:+;FULL:Lien Valeth's Robe->Prince of the Underworld's Robes;Female:+;,CLOT,1,04005B73,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,Female+",keep,
pattern,CLOT|Record Header:+;FULL:Elegant Robe->Magnificent Mage's Robes;ENAM:+;,CLOT,1,04005B86,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,ENAM+",keep,
pattern,CLOT|Record Header:+;ENAM:+;Female:+;,CLOT,1,04006258,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",ENAM+,Female+",keep,
pattern,CLOT|Record Header:+;EDID:BlackHoodOOO->sOOONecroSeekerHoodSpecial;FULL:Carla's Hood of Night->Hood of the Dark Seeker;,CLOT,1,0403924A,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",EDID,FULL",keep,
pattern,CLOT|Record Header:+;EDID:BlackRobeOOO->BlackRobeCarlaOOO;FULL:Carla's Robe of Night->Robe of Dark Infinity;ICO2:+;,CLOT,1,0403CABF,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",EDID,FULL,ICO2+",keep,
pattern,CONT|Record Header:+;FULL:Chest->Painted Chest;,CONT,1,00024499,Oblivion.esm,"""Record Header+"",FULL",keep,
pattern,CONT|Record Header:+;SCRI:Dark15DeadDropScript [SCPT:00030->OOOContChestNRDark15DeadDropScri;,CONT,1,000301AF,Oblivion.esm,"""Record Header+"",SCRI",keep,
pattern,CONT|Record Header:+;FULL:Captain's Tussaud's Booty->Captain Tussaud's Booty;,CONT,1,0007B744,Oblivion.esm,"""Record Header+"",FULL",keep,
pattern,CONT|Record Header:+;FULL:Chest->Hannival Traven's Personal Chest;,CONT,1,040025A7,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,CONT|Record Header:+;FULL:Armory->Elite Blade's Chest;,CONT,1,04006D3B,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,CONT|Record Header:+;FULL:Chest->Ayleid Reliquary;,CONT,1,0401CC47,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,CONT|Record Header:+;FULL:The Punished->The Forsaken;SCRI:+;,CONT,1,0401CC4A,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,SCRI+",keep,
pattern,CONT|Record Header:+;FULL:Fine Jewelry Box->Forgotten Jewelry Box;,CONT,1,040229F1,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,CONT|Record Header:+;FULL:Ayleid Cask->Mysterious Ayleid Cask;,CONT,1,0402AD41,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,CONT|Record Header:+;FULL:Guild Storage->Blades' Storage;,CONT,1,04048A2B,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL",keep,
pattern,CREA|Record Header:+;SCRI:+;RNAM:32->50;Sound Types:+;,CREA,1,00000B7F,Oblivion.esm,"""Record Header+"",SCRI+,RNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;RNAM:100->70;ZNAM:DefaultTroll [CSTY:00022D44]->DefaultTrollCold [CSTY:05010FCA];Sound Types:+;,CREA,1,00002DBC,Oblivion.esm,"""Record Header+"",RNAM,ZNAM,""Sound Types+""",keep,
pattern,"CREA|Record Header:+;SCRI:+;BNAM:1.000000->1.120000;CSCR:CreatureAtronachStorm ""Storm Atr->CreatureImp ""Imp"" [CREA:0001E649;",CREA,1,00009EF9,Oblivion.esm,"""Record Header+"",SCRI+,BNAM,CSCR",keep,
pattern,CREA|Record Header:+;ZNAM:DefaultGoblinWarlord [CSTY:0000A->DefaultGoblinWarlordCold [CSTY:0;BNAM:1.150000->1.110000;,CREA,1,0000AB71,Oblivion.esm,"""Record Header+"",ZNAM,BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.150000->1.120000;,CREA,1,0000ABD1,Oblivion.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;SCRI:+;Sound Types:+;,CREA,1,000151DD,Oblivion.esm,"""Record Header+"",SCRI+,""Sound Types+""",keep,
pattern,CREA|Record Header:+;RNAM:64->72;Sound Types:+;,CREA,1,0001E649,Oblivion.esm,"""Record Header+"",RNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;SCRI:+;ZNAM:DefaultSpriggan [CSTY:00085A5B]->DefaultSprigganCold [CSTY:05010F;NAM0:+;Sound Types:+;,CREA,1,0001E64B,Oblivion.esm,"""Record Header+"",SCRI+,ZNAM,NAM0+,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.000000->0.900000;Sound Types:+;,CREA,1,0001FCB1,Oblivion.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.000000->0.910000;,CREA,1,0001FCB2,Oblivion.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.000000->1.030000;,CREA,1,0001FCB4,Oblivion.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;ZNAM:DefaultClannfear [CSTY:00035E92]->DefaultClannfearCold [CSTY:0501C;Sound Types:+;,CREA,1,00034EA3,Oblivion.esm,"""Record Header+"",ZNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;SNAM:+;SCRI:+;BNAM:1.000000->1.080000;,CREA,1,000366BA,Oblivion.esm,"""Record Header+"",SNAM+,SCRI+,BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.300000->1.220000;Sound Types:+;,CREA,1,0003F148,Oblivion.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;SCRI:+;BNAM:1.000000->1.120000;,CREA,1,0005D558,Oblivion.esm,"""Record Header+"",SCRI+,BNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.000000->1.380000;,CREA,1,00064C18,Oblivion.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;SCRI:+;BNAM:1.000000->1.100000;Sound Types:+;,CREA,1,0006E912,Oblivion.esm,"""Record Header+"",SCRI+,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;ZNAM:DefaultGoblinArcher [CSTY:00014D->DefaultGoblinArcherCold [CSTY:05;BNAM:1.000000->0.900000;,CREA,1,00084B29,Oblivion.esm,"""Record Header+"",ZNAM,BNAM",keep,
pattern,CREA|Record Header:+;ZNAM:DefaultGoblinArcher [CSTY:00014D->DefaultGoblinArcherCold [CSTY:05;BNAM:1.000000->0.920000;,CREA,1,00084B2A,Oblivion.esm,"""Record Header+"",ZNAM,BNAM",keep,
pattern,CREA|Record Header:+;ZNAM:DefaultGoblinArcher [CSTY:00014D->DefaultGoblinArcherCold [CSTY:05;,CREA,1,00084B2B,Oblivion.esm,"""Record Header+"",ZNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.250000->1.290000;,CREA,1,000878B1,Oblivion.esm,"""Record Header+"",BNAM",keep,
pattern,CREA|Record Header:+;SCRI:+;BNAM:1.000000->1.050000;,CREA,1,0009589E,Oblivion.esm,"""Record Header+"",SCRI+,BNAM",keep,
pattern,CREA|Record Header:+;SCRI:+;BNAM:1.000000->1.200000;WNAM:3.000000->20.000000;Sound Types:+;,CREA,1,00097A15,Oblivion.esm,"""Record Header+"",SCRI+,BNAM,WNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;SCRI:+;BNAM:1.300000->1.550000;WNAM:3.000000->20.000000;,CREA,1,00097A16,Oblivion.esm,"""Record Header+"",SCRI+,BNAM,WNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.000000->1.200000;WNAM:3.000000->20.000000;,CREA,1,0018AE38,Oblivion.esm,"""Record Header+"",BNAM,WNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.300000->1.200000;WNAM:3.000000->20.000000;,CREA,1,0018AE39,Oblivion.esm,"""Record Header+"",BNAM,WNAM",keep,
pattern,CREA|Record Header:+;BNAM:0.750000->1.200000;WNAM:1.000000->20.000000;,CREA,1,0018AE3A,Oblivion.esm,"""Record Header+"",BNAM,WNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.000000->1.200000;WNAM:1.500000->20.000000;,CREA,1,0018AE3B,Oblivion.esm,"""Record Header+"",BNAM,WNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.300000->1.200000;WNAM:4.000000->20.000000;,CREA,1,0018AE3D,Oblivion.esm,"""Record Header+"",BNAM,WNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.600000->1.200000;WNAM:4.500000->20.000000;,CREA,1,0018AE3E,Oblivion.esm,"""Record Header+"",BNAM,WNAM",keep,
pattern,CREA|Record Header:+;BNAM:10.000000->7.000000;Sound Types:+;,CREA,1,04001C6A,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Flesh Golem->Blood Atronach;BNAM:1.000000->0.870000;Sound Types:+;,CREA,1,04002256,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Glass Golem->Malachite Atronach;Sound Types:+;,CREA,1,0400225D,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Iron Golem->Iron Atronach;BNAM:1.000000->0.940000;Sound Types:+;,CREA,1,04002266,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Mithril Golem->Quicksilver Atronach;BNAM:1.000000->0.980000;Sound Types:+;,CREA,1,0400226D,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Silver Golem->Silver Atronach;BNAM:1.000000->0.930000;Sound Types:+;,CREA,1,04002276,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Water Golem->Water Atronach;Sound Types:+;,CREA,1,04002279,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Flesh Golem->Blood Atronach;BNAM:1.100000->0.930000;Sound Types:+;,CREA,1,04003099,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Flesh Golem->Blood Atronach;BNAM:1.070000->0.900000;Sound Types:+;,CREA,1,0400309A,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Flesh Golem->Blood Atronach;BNAM:0.900000->0.830000;Sound Types:+;,CREA,1,0400309B,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Flesh Golem->Blood Atronach;BNAM:0.800000->0.750000;Sound Types:+;,CREA,1,0400309C,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Ebony Golem->Ebony Atronach;BNAM:1.100000->1.050000;Sound Types:+;,CREA,1,0400309E,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Ebony Golem->Ebony Atronach;BNAM:1.070000->1.020000;Sound Types:+;,CREA,1,0400309F,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Ebony Golem->Ebony Atronach;BNAM:0.900000->0.950000;Sound Types:+;,CREA,1,040030A0,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Ebony Golem->Ebony Atronach;BNAM:0.800000->0.890000;Sound Types:+;,CREA,1,040030A1,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Glass Golem->Malachite Atronach;BNAM:1.100000->1.050000;Sound Types:+;,CREA,1,040030A2,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Glass Golem->Malachite Atronach;BNAM:1.070000->1.020000;Sound Types:+;,CREA,1,040030A3,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Glass Golem->Malachite Atronach;BNAM:0.900000->0.940000;Sound Types:+;,CREA,1,040030A4,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Glass Golem->Malachite Atronach;BNAM:0.800000->1.000000;Sound Types:+;,CREA,1,040030A5,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Iron Golem->Iron Atronach;BNAM:1.100000->0.980000;Sound Types:+;,CREA,1,040030AA,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Iron Golem->Iron Atronach;BNAM:1.070000->1.020000;Sound Types:+;,CREA,1,040030AB,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Iron Golem->Iron Atronach;BNAM:0.900000->0.800000;Sound Types:+;,CREA,1,040030AC,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Iron Golem->Iron Atronach;Sound Types:+;,CREA,1,040030AD,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Mithril Golem->Quicksilver Atronach;BNAM:1.100000->1.030000;Sound Types:+;,CREA,1,040030B2,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Mithril Golem->Quicksilver Atronach;BNAM:1.070000->1.000000;Sound Types:+;,CREA,1,040030B3,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Mithril Golem->Quicksilver Atronach;Sound Types:+;,CREA,1,040030B4,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Mithril Golem->Quicksilver Atronach;BNAM:0.800000->0.850000;Sound Types:+;,CREA,1,040030B5,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Silver Golem->Silver Atronach;BNAM:1.100000->1.000000;Sound Types:+;,CREA,1,040030BA,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Silver Golem->Silver Atronach;BNAM:1.070000->0.970000;Sound Types:+;,CREA,1,040030BB,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Silver Golem->Silver Atronach;BNAM:0.900000->0.850000;Sound Types:+;,CREA,1,040030BC,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Water Golem->Water Atronach;BNAM:1.100000->1.060000;Sound Types:+;,CREA,1,040030BE,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Water Golem->Water Atronach;BNAM:1.070000->1.030000;Sound Types:+;,CREA,1,040030BF,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Water Golem->Water Atronach;BNAM:0.900000->0.980000;Sound Types:+;,CREA,1,040030C0,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Water Golem->Water Atronach;BNAM:0.800000->0.880000;Sound Types:+;,CREA,1,040030C1,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.150000->1.190000;Sound Types:+;,CREA,1,04003296,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.200000->1.270000;Sound Types:+;,CREA,1,04003297,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Snow Mountain Lion->Snow Leopard;BNAM:1.000000->1.150000;WNAM:3.000000->5.000000;Sound Types:+;,CREA,1,04003298,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,WNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Snow Mountain Lion->Snow Leopard;BNAM:1.200000->1.250000;WNAM:3.000000->5.000000;Sound Types:+;,CREA,1,04003D18,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,WNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Snow Mountain Lion->Snow Leopard;BNAM:1.100000->1.160000;WNAM:3.000000->5.000000;Sound Types:+;,CREA,1,04003D1C,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,WNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Snow Mountain Lion->Snow Leopard;BNAM:0.900000->1.080000;WNAM:3.000000->5.000000;Sound Types:+;,CREA,1,04003D1D,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,BNAM,WNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;ZNAM:DefaultMountainLion [CSTY:0000A2->DefaultMountainLionCold [CSTY:05;BNAM:1.400000->1.440000;Sound Types:+;,CREA,1,04003D1E,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",ZNAM,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.300000->1.350000;Sound Types:+;,CREA,1,04003D1F,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.100000->1.190000;Sound Types:+;,CREA,1,04003D20,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.350000->1.400000;Sound Types:+;,CREA,1,04003D21,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Water Golem->Water Atronach;CNTO:+;Sound Types:+;,CREA,1,040042B6,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,CNTO+,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.000000->0.950000;Sound Types:+;,CREA,1,04004748,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.000000->0.890000;Sound Types:+;,CREA,1,0400474A,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Mithril Golem->Quicksilver Atronach;CNTO:+;BNAM:0.900000->0.880000;Sound Types:+;,CREA,1,04004756,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,CNTO+,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Silver Golem->Silver Atronach;CNTO:+;BNAM:0.900000->0.850000;Sound Types:+;,CREA,1,04004757,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,CNTO+,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;FULL:Water Golem->Water Atronach;CNTO:+;BNAM:0.900000->0.940000;Sound Types:+;,CREA,1,04004758,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",FULL,CNTO+,BNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;WNAM:3.000000->20.000000;Sound Types:+;,CREA,1,04007FD9,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",WNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.100000->1.200000;WNAM:3.000000->20.000000;Sound Types:+;,CREA,1,04007FDA,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,WNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:0.900000->1.200000;WNAM:3.000000->20.000000;Sound Types:+;,CREA,1,04007FDB,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,WNAM,""Sound Types+""",keep,
pattern,CREA|Record Header:+;BNAM:1.500000->1.550000;WNAM:3.000000->20.000000;,CREA,1,04007FDF,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,WNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.400000->1.550000;WNAM:0.000000->20.000000;,CREA,1,04007FE0,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,WNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.200000->1.550000;WNAM:3.000000->20.000000;,CREA,1,04007FE1,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,WNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.700000->1.650000;WNAM:3.000000->20.000000;,CREA,1,04007FE2,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,WNAM",keep,
pattern,CREA|Record Header:+;BNAM:1.450000->1.550000;WNAM:3.000000->20.000000;,CREA,1,04007FE5,Oscuro's_Oblivion_Overhaul.esm,"""Record Header+"",BNAM,WNAM",keep,
