target_fid,target_master,signature,editor_id,record_name,change_summary,diff_pattern_key,ooo_touch_reason,target_record_in_current_ooo,recommend
0401DEB9,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCCrimsonCapePC,"XOOONPCCrimsonCapePC ""Crimson Cape"" [CLOT:0501DEB9]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0401DEBA,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCCrimsonCapeTinyPC,"XOOONPCCrimsonCapeTinyPC ""Small Crimson Cape"" [CLOT:0501DEBA]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0401DEBB,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCGreenCapePC,"XOOONPCGreenCapePC ""Green Cape"" [CLOT:0501DEBB]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0401DEBC,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCGreenCapeTinyPC,"XOOONPCGreenCapeTinyPC ""Small Green Cape"" [CLOT:0501DEBC]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0401DEBD,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCPurpleCapePC,"XOOONPCPurpleCapePC ""Purple Cape"" [CLOT:0501DEBD]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0401DEBE,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCPurpleCapeTinyPC,"XOOONPCPurpleCapeTinyPC ""Small Purple Cape"" [CLOT:0501DEBE]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0401DEBF,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCRedCapePC,"XOOONPCRedCapePC ""Red Cape"" [CLOT:0501DEBF]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0401DEC0,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCRedCapeTinyPC,"XOOONPCRedCapeTinyPC ""Small Red Cape"" [CLOT:0501DEC0]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0401DEC1,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCWhiteCapePC,"XOOONPCWhiteCapePC ""White Cape"" [CLOT:0501DEC1]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0401DEC2,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCWhiteCapeTinyPC,"XOOONPCWhiteCapeTinyPC ""Small White Cape"" [CLOT:0501DEC2]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04021AEA,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCBlackCapeTinyLegion,"XOOONPCBlackCapeTinyLegion ""Black Legion Cape"" [CLOT:05021AEA]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04021FDA,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCGreenCape,"XOOONPCGreenCape ""Green Cape"" [CLOT:05021FDA]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
040224C9,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCRedCapeTinyLegion,"XOOONPCRedCapeTinyLegion ""Red Legion Cape"" [CLOT:050224C9]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04024E78,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCWhiteCapeLegion,"XOOONPCWhiteCapeLegion ""White Legion Cape"" [CLOT:05024E78]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04025676,Oscuro's_Oblivion_Overhaul.esm,CLOT,TheSilverDragonCapeOOO,"TheSilverDragonCapeOOO ""The Dragon's Skin"" [CLOT:05025676]","""Record Header+""",CLOT|Record Header:+;,owns_record,present,review
0402BC2D,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCBlueCapeTinyLegion,"XOOONPCBlueCapeTinyLegion ""Blue Legion Cape"" [CLOT:0502BC2D]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0402BC2E,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCBlackandRedCape,"XOOONPCBlackandRedCape ""Black and Red Cape"" [CLOT:0502BC2E]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0402BC2F,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCBrownCape,"XOOONPCBrownCape ""Brown Cape"" [CLOT:0502BC2F]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0402BC30,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCCrimsonCape,"XOOONPCCrimsonCape ""Crimson Cape"" [CLOT:0502BC30]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0402BC31,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCPurpleCape,"XOOONPCPurpleCape ""Purple Cape"" [CLOT:0502BC31]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0402F760,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCBlackandRedCapeTiny,"XOOONPCBlackandRedCapeTiny ""Small Black and Red Cape"" [CLOT:0502F760]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0402F761,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCBlackCape,"XOOONPCBlackCape ""Black Cape"" [CLOT:0502F761]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0402F762,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCBlueCape,"XOOONPCBlueCape ""Blue Cape"" [CLOT:0502F762]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0402F763,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCBrownCapeTiny,"XOOONPCBrownCapeTiny ""Small Brown Cape"" [CLOT:0502F763]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0402F764,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCCrimsonCapeTiny,"XOOONPCCrimsonCapeTiny ""Small Crimson Cape"" [CLOT:0502F764]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0402F765,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCGreenCapeTiny,"XOOONPCGreenCapeTiny ""Small Green Cape"" [CLOT:0502F765]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0402F766,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCPurpleCapeTiny,"XOOONPCPurpleCapeTiny ""Small Purple Cape"" [CLOT:0502F766]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0402F767,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCRedCape,"XOOONPCRedCape ""Red Cape"" [CLOT:0502F767]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0402F768,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCWhiteCapeTiny,"XOOONPCWhiteCapeTiny ""Small White Cape"" [CLOT:0502F768]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0402F769,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOOLegionNPCCape,"XOOOLegionNPCCape ""Legion Cape"" [CLOT:0502F769]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04038D5B,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCPurpleCapeTinyLegion,"XOOONPCPurpleCapeTinyLegion ""Purple Legion Cape"" [CLOT:05038D5B]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0403924A,Oscuro's_Oblivion_Overhaul.esm,CLOT,sOOONecroSeekerHoodSpecial,"sOOONecroSeekerHoodSpecial ""Hood of the Dark Seeker"" [CLOT:0503924A]","""Record Header+"",EDID,FULL",CLOT|Record Header:+;EDID:BlackHoodOOO->sOOONecroSeekerHoodSpecial;FULL:Carla's Hood of Night->Hood of the Dark Seeker;,owns_record,present,review
0403CABF,Oscuro's_Oblivion_Overhaul.esm,CLOT,BlackRobeCarlaOOO,"BlackRobeCarlaOOO ""Robe of Dark Infinity"" [CLOT:0503CABF]","""Record Header+"",EDID,FULL,ICO2+",CLOT|Record Header:+;EDID:BlackRobeOOO->BlackRobeCarlaOOO;FULL:Carla's Robe of Night->Robe of Dark Infinity;ICO2:+;,owns_record,present,review
0403D543,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCBlackCapeTiny,"XOOONPCBlackCapeTiny ""Small Black Cape"" [CLOT:0503D543]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0403DA2C,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCBlackCapeTinyLegionPC,"XOOONPCBlackCapeTinyLegionPC ""Black Legion Cape"" [CLOT:0503DA2C]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0403DA2D,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCBlueCapeTinyLegionPC,"XOOONPCBlueCapeTinyLegionPC ""Blue Legion Cape"" [CLOT:0503DA2D]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0403DA2E,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCPurpleCapeTinyLegionPC,"XOOONPCPurpleCapeTinyLegionPC ""Purple Legion Cape"" [CLOT:0503DA2E]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0403DA2F,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCRedCapeTinyLegionPC,"XOOONPCRedCapeTinyLegionPC ""Red Legion Cape"" [CLOT:0503DA2F]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
0403DA30,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCWhiteCapeLegionPC,"XOOONPCWhiteCapeLegionPC ""White Legion Cape"" [CLOT:0503DA30]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
040406A6,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCWhiteCape,"XOOONPCWhiteCape ""White Cape"" [CLOT:050406A6]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
040406A7,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCRedCapeTiny,"XOOONPCRedCapeTiny ""Small Red Cape"" [CLOT:050406A7]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
040406A8,Oscuro's_Oblivion_Overhaul.esm,CLOT,XOOONPCBlueCapeTiny,"XOOONPCBlueCapeTiny ""Small Blue Cape"" [CLOT:050406A8]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FB2,Oscuro's_Oblivion_Overhaul.esm,CLOT,BlackCapeOOO,"BlackCapeOOO ""Black Cape"" [CLOT:05048FB2]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FB3,Oscuro's_Oblivion_Overhaul.esm,CLOT,BlackCloakOOO,"BlackCloakOOO ""Black Cloak"" [CLOT:05048FB3]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FB4,Oscuro's_Oblivion_Overhaul.esm,CLOT,BrownCloakOOO,"BrownCloakOOO ""Brown Cloak"" [CLOT:05048FB4]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FB5,Oscuro's_Oblivion_Overhaul.esm,CLOT,BrownCapeOOO,"BrownCapeOOO ""Brown Cape"" [CLOT:05048FB5]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FB6,Oscuro's_Oblivion_Overhaul.esm,CLOT,BlueCapeOOO,"BlueCapeOOO ""Blue Cape"" [CLOT:05048FB6]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FB7,Oscuro's_Oblivion_Overhaul.esm,CLOT,BlueCloakOOO,"BlueCloakOOO ""Blue Cloak"" [CLOT:05048FB7]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FB8,Oscuro's_Oblivion_Overhaul.esm,CLOT,RedCapeOOO,"RedCapeOOO ""Red Cape"" [CLOT:05048FB8]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FB9,Oscuro's_Oblivion_Overhaul.esm,CLOT,RedCloakOOO,"RedCloakOOO ""Red Cloak"" [CLOT:05048FB9]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FBA,Oscuro's_Oblivion_Overhaul.esm,CLOT,WhiteCapeOOO,"WhiteCapeOOO ""White Cape"" [CLOT:05048FBA]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FBB,Oscuro's_Oblivion_Overhaul.esm,CLOT,WhiteCloakOOO,"WhiteCloakOOO ""White Cloak"" [CLOT:05048FBB]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FBC,Oscuro's_Oblivion_Overhaul.esm,CLOT,GreenCloakOOO,"GreenCloakOOO ""Green Cloak"" [CLOT:05048FBC]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FBD,Oscuro's_Oblivion_Overhaul.esm,CLOT,GreenCapeOOO,"GreenCapeOOO ""Green Cape"" [CLOT:05048FBD]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FBE,Oscuro's_Oblivion_Overhaul.esm,CLOT,LargeBlackCapeOOO,"LargeBlackCapeOOO ""Large Black Cape"" [CLOT:05048FBE]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FBF,Oscuro's_Oblivion_Overhaul.esm,CLOT,VLargeBlackCapeOOO,"VLargeBlackCapeOOO ""Very Large Black Cape"" [CLOT:05048FBF]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FC0,Oscuro's_Oblivion_Overhaul.esm,CLOT,LargeBlackCloakOOO,"LargeBlackCloakOOO ""Large Black Cloak"" [CLOT:05048FC0]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FC1,Oscuro's_Oblivion_Overhaul.esm,CLOT,VLargeBlackCloakOOO,"VLargeBlackCloakOOO ""Very Large Black Cloak"" [CLOT:05048FC1]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FC2,Oscuro's_Oblivion_Overhaul.esm,CLOT,SmallBlueCapeOOO,"SmallBlueCapeOOO ""Small Blue Cape"" [CLOT:05048FC2]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FC3,Oscuro's_Oblivion_Overhaul.esm,CLOT,SmallBlueCloakOOO,"SmallBlueCloakOOO ""Small Blue Cloak"" [CLOT:05048FC3]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FC4,Oscuro's_Oblivion_Overhaul.esm,CLOT,ThinBlueCapeOOO,"ThinBlueCapeOOO ""Thin Blue Cape"" [CLOT:05048FC4]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FC5,Oscuro's_Oblivion_Overhaul.esm,CLOT,LargeBlueCapeOOO,"LargeBlueCapeOOO ""Large Blue Cape"" [CLOT:05048FC5]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FC6,Oscuro's_Oblivion_Overhaul.esm,CLOT,LargeBlueCloakOOO,"LargeBlueCloakOOO ""Large Blue Cloak"" [CLOT:05048FC6]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FC7,Oscuro's_Oblivion_Overhaul.esm,CLOT,VLargeBlueCapeOOO,"VLargeBlueCapeOOO ""Very Large Blue Cape"" [CLOT:05048FC7]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FC8,Oscuro's_Oblivion_Overhaul.esm,CLOT,VLargeBlueCloakOOO,"VLargeBlueCloakOOO ""Very Large Blue Cloak"" [CLOT:05048FC8]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FC9,Oscuro's_Oblivion_Overhaul.esm,CLOT,SmallBrownCapeOOO,"SmallBrownCapeOOO ""Small Brown Cape"" [CLOT:05048FC9]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FCA,Oscuro's_Oblivion_Overhaul.esm,CLOT,SmallBrownCloakOOO,"SmallBrownCloakOOO ""Small Brown Cloak"" [CLOT:05048FCA]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FCB,Oscuro's_Oblivion_Overhaul.esm,CLOT,ThinBrownCapeOOO,"ThinBrownCapeOOO ""Thin Brown Cape"" [CLOT:05048FCB]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FCC,Oscuro's_Oblivion_Overhaul.esm,CLOT,ThinBrownCloakOOO,"ThinBrownCloakOOO ""Thin Brown Cloak"" [CLOT:05048FCC]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FCD,Oscuro's_Oblivion_Overhaul.esm,CLOT,LargeBrownCapeOOO,"LargeBrownCapeOOO ""Large Brown Cape"" [CLOT:05048FCD]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FCE,Oscuro's_Oblivion_Overhaul.esm,CLOT,LargeBrownCloakOOO,"LargeBrownCloakOOO ""Large Brown Cloak"" [CLOT:05048FCE]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FCF,Oscuro's_Oblivion_Overhaul.esm,CLOT,VLargeBrownCapeOOO,"VLargeBrownCapeOOO ""Very Large Brown Cape"" [CLOT:05048FCF]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FD0,Oscuro's_Oblivion_Overhaul.esm,CLOT,VLargeBrownCloakOOO,"VLargeBrownCloakOOO ""Very Large Brown Cloak"" [CLOT:05048FD0]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FD1,Oscuro's_Oblivion_Overhaul.esm,CLOT,LargeGreenCapeOOO,"LargeGreenCapeOOO ""Large Green Cape"" [CLOT:05048FD1]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FD2,Oscuro's_Oblivion_Overhaul.esm,CLOT,LargeGreenCloakOOO,"LargeGreenCloakOOO ""Large Green Cloak"" [CLOT:05048FD2]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FD3,Oscuro's_Oblivion_Overhaul.esm,CLOT,SmallGreenCapeOOO,"SmallGreenCapeOOO ""Small Green Cape"" [CLOT:05048FD3]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FD4,Oscuro's_Oblivion_Overhaul.esm,CLOT,SmallGreenCloakOOO,"SmallGreenCloakOOO ""Small Green Cloak"" [CLOT:05048FD4]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FD5,Oscuro's_Oblivion_Overhaul.esm,CLOT,ThinGreenCapeOOO,"ThinGreenCapeOOO ""Thin Green Cape"" [CLOT:05048FD5]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FD6,Oscuro's_Oblivion_Overhaul.esm,CLOT,ThinGreenCloakOOO,"ThinGreenCloakOOO ""Thin Green Cloak"" [CLOT:05048FD6]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FD7,Oscuro's_Oblivion_Overhaul.esm,CLOT,VLargeGreenCloakOOO,"VLargeGreenCloakOOO ""Very Large Green Cloak"" [CLOT:05048FD7]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FD8,Oscuro's_Oblivion_Overhaul.esm,CLOT,VLargeGreenCapeOOO,"VLargeGreenCapeOOO ""Very Large Green Cape"" [CLOT:05048FD8]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FD9,Oscuro's_Oblivion_Overhaul.esm,CLOT,SmallWhiteCapeOOO,"SmallWhiteCapeOOO ""Small White Cape"" [CLOT:05048FD9]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FDA,Oscuro's_Oblivion_Overhaul.esm,CLOT,SmallWhiteCloakOOO,"SmallWhiteCloakOOO ""Small White Cloak"" [CLOT:05048FDA]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FDB,Oscuro's_Oblivion_Overhaul.esm,CLOT,ThinWhiteCloakOOO,"ThinWhiteCloakOOO ""Thin White Cloak"" [CLOT:05048FDB]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FDC,Oscuro's_Oblivion_Overhaul.esm,CLOT,ThinWhiteCapeOOO,"ThinWhiteCapeOOO ""Thin White Cape"" [CLOT:05048FDC]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FDD,Oscuro's_Oblivion_Overhaul.esm,CLOT,VLargeWhiteCapeOOO,"VLargeWhiteCapeOOO ""Very Large White Cape"" [CLOT:05048FDD]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FDE,Oscuro's_Oblivion_Overhaul.esm,CLOT,LargeWhiteCloakOOO,"LargeWhiteCloakOOO ""Large White Cloak"" [CLOT:05048FDE]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FDF,Oscuro's_Oblivion_Overhaul.esm,CLOT,LargeWhiteCapeOOO,"LargeWhiteCapeOOO ""Large White Cape"" [CLOT:05048FDF]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FE0,Oscuro's_Oblivion_Overhaul.esm,CLOT,VLargeWhiteCloakOOO,"VLargeWhiteCloakOOO ""Very Large White Cloak"" [CLOT:05048FE0]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FE1,Oscuro's_Oblivion_Overhaul.esm,CLOT,ThinCrimsonCloakOOO,"ThinCrimsonCloakOOO ""Thin Crimson Cloak"" [CLOT:05048FE1]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FE2,Oscuro's_Oblivion_Overhaul.esm,CLOT,BlackandRedCapeOOO,"BlackandRedCapeOOO ""Black and Red Cape"" [CLOT:05048FE2]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FE3,Oscuro's_Oblivion_Overhaul.esm,CLOT,BlackandRedCloakOOO,"BlackandRedCloakOOO ""Black and Red Cloak"" [CLOT:05048FE3]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FE4,Oscuro's_Oblivion_Overhaul.esm,CLOT,SmallBlackandRedCloakOOO,"SmallBlackandRedCloakOOO ""Small Black and Red Cloak"" [CLOT:05048FE4]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FE5,Oscuro's_Oblivion_Overhaul.esm,CLOT,ThinBlackandRedCloakOOO,"ThinBlackandRedCloakOOO ""Thin Black and Red Cloak"" [CLOT:05048FE5]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FE6,Oscuro's_Oblivion_Overhaul.esm,CLOT,LargeBlackandRedCloakOOO,"LargeBlackandRedCloakOOO ""Large Black and Red Cloak"" [CLOT:05048FE6]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FE7,Oscuro's_Oblivion_Overhaul.esm,CLOT,VLargeBlackandRedCloakOOO,"VLargeBlackandRedCloakOOO ""Very Large Black and Red Cloak"" [CLOT:05048FE7]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FE8,Oscuro's_Oblivion_Overhaul.esm,CLOT,SmallBlackandRedCapeOOO,"SmallBlackandRedCapeOOO ""Small Black and Red Cape"" [CLOT:05048FE8]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FE9,Oscuro's_Oblivion_Overhaul.esm,CLOT,ThinBlackandRedCapeOOO,"ThinBlackandRedCapeOOO ""Thin Black and Red Cape"" [CLOT:05048FE9]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FEA,Oscuro's_Oblivion_Overhaul.esm,CLOT,LargeBlackandRedCapeOOO,"LargeBlackandRedCapeOOO ""Large Black and Red Cape"" [CLOT:05048FEA]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
04048FEB,Oscuro's_Oblivion_Overhaul.esm,CLOT,VLargeBlackandRedCapeOOO,"VLargeBlackandRedCapeOOO ""Very Large Black and Red Cape"" [CLOT:05048FEB]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
040642A3,Oscuro's_Oblivion_Overhaul.esm,CLOT,HeavenFuryCapeOOO,"HeavenFuryCapeOOO ""Heaven's Fury Cape"" [CLOT:050642A3]","""Record Header+"",ENAM+",CLOT|Record Header:+;ENAM:+;,owns_record,present,review
00002901,Oblivion.esm,CONT,ChestVendorBatul,"ChestVendorBatul ""Chest"" [CONT:00002901]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00014D3F,Oblivion.esm,CONT,BlackRockChest02,"BlackRockChest02 ""Chest"" [CONT:00014D3F]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00024497,Oblivion.esm,CONT,ChestVendorAlchemyPotionsLowI01,"ChestVendorAlchemyPotionsLowI01 ""Chest"" [CONT:00024497]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00024498,Oblivion.esm,CONT,ChestVendorAlchemyPotionsMedG01,"ChestVendorAlchemyPotionsMedG01 ""Chest"" [CONT:00024498]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00024499,Oblivion.esm,CONT,ChestVendorAlchemyPotionsHighI01,"ChestVendorAlchemyPotionsHighI01 ""Painted Chest"" [CONT:00024499]","""Record Header+"",FULL",CONT|Record Header:+;FULL:Chest->Painted Chest;,references_ooo,present,merge
0002449B,Oblivion.esm,CONT,ChestVendorAlchemyPotionsMedI01,"ChestVendorAlchemyPotionsMedI01 ""Chest"" [CONT:0002449B]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
