src,sig,local_fid,edid,apw_only_plugins,apw_full_chain,reborn_full_chain
Oscuro's_Oblivion_Overhaul.esm,CONT,012F18,DungZBBBlootz,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,0229CD,ZOOODungChestNobleArmory,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,006D45,ZOOODrawerNoble02ClutterWizTraven,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,0229E9,ZOOODungVampireCoffin02,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,0025A7,ChestDefStaffUpper2,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,02AD13,ZOOODungNecroChestMid02ArmoryLesser,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,0141EC,ZOOOChestUpper01NobleDragonClaymore,APW - Conflict Resolution.esp,"OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp","OOO Enhanced.esp|Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CONT,027DAE,ZOOODungAyleidLow02Magic,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,041FFA,ZOOODungConjChestMid02ArmoryLesserWiz,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,048F76,XRareRobeChestOOO,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,00A177,ZOOODeskUpper02NobleRespawn,APW - Conflict Resolution.esp,APW - Conflict Resolution.esp,"Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CONT,02AD34,ZOOODungNecroChestMid02ArmoryLesserWiz,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,024456,ZOOODungVampireChestNobleTreasuryT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,01CA81,ChestVendorTraderTop01Slaver,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,034940,ZOOODungOblivionBossClawInt01Mq10,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,02442C,ZOOODungVampireChestMid02ArmoryLesser,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,025E1D,ZOOODungAyleidMid02ArmoryWizT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,01C24F,ZOOOChestUpper02NobleMagic,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,02497F,ZOOODungVampireCoffin01Top,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,03CAB2,ZOOODungNecroChestNobleArmoryT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,01CC4B,DungOblivionBossSack01OOO,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,01CC49,DungOblivionBossClawExt02OOO,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,007D02,ZOOOChestUpper01NobleAlchemy,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,00463A,ZOOOChestUpper02NobleMagicT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,01CC47,DungNecroBossChestFortOOO,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,0229CC,ZOOODungChestNobleAlchemyTopT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,01CC4A,DungOblivionBossClawInt01OOO,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,024449,ZOOODungVampireChestNobleTreasury,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,01CC48,DungNecroBossCoffinOOO,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,0229DE,ZOOODungChestNobleMagicT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,048A2B,TandBladesChestOOO,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,0229D5,ZOOODungChestNobleMagic,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,01F2B8,ZOOODungChestMiddle02UpperArmoryLesserT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,00463F,ZOOOChestUpper01NobleAlchemyTopT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,041FFB,ZOOODungConjChestMid02ArmoryLesserT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,042003,ZOOODungConjChestMid02MagicT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,04200A,ZOOODungConjChestNobleArmory,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,024445,ZOOODungVampireChestNobleArmoryTop,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,03CAA6,ZOOODungNecroChestMid02ArmoryLesserT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,00B3EA,XRareRobeleyawinnOOO,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,00463B,ZOOOChestUpper02NobleClutterTopT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,01CC4C,DungTombBossCoffinOOO,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,007CE6,ZOOOChestUpper01NobleAlchemyTop,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,002AAE,VendorArcaneUDefStaffOOO,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,024E89,ZOOODungVampireCoffinBoss,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,"OOO Enhanced.esp|Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CONT,03CAA5,ZOOODungNecroChestMid02ArmoryLesserWizT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,03CAA3,ZOOODungNecroChestNobleMagic,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,024E6D,ZOOODungVampireChestNobleMagicT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,004639,ZOOOChestUpper02NobleMagicTopT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,00463D,ZOOOChestUpper01NobleArmoryTopT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,024459,ZOOODungVampireNobAlyied02Magic,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,0229D8,ZOOODungChestNobleArmoryT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,01701F,ChestVendorTraderMed01Argonian,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,04200B,ZOOODungConjChestNobleAlchemyT100,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,0229C6,ZOOODungChestMiddle02UpperArmoryLesserWiz,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CONT,01CA82,ChestVendorTraderMed01Slaver,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,0084F6,CreatureImpCrazed1,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,008A15,CreatureXivilai1,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,03A299,ImpLegionHorseVirtueB,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,014651,CreatureWolfSpectral,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,0210FA,CreatureGoblin4Shamanc2,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,0089FC,CreatureClannfear2,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,023E88,CreatureMinotaurTitanWeapon,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,00474A,CreatureGolemIronSummonGood,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp|OOO golems OBME edition.esp","OOO Enhanced.esp|OOO golems OBME edition.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,0084EF,CreatureHorseChestnut1,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,0030A4,CreatureGolemGlass3,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,003D23,CreatureLeopardOOO3,APW Merge 2.esp|APW Merge.esp,OOO Enhanced.esp|APW Merge.esp|APW Merge 2.esp,"OOO Enhanced.esp|Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CREA,027DB0,CreatureBoar5,APW Merge.esp,OOO Enhanced.esp|APW Merge.esp,"OOO Enhanced.esp|Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CREA,008A4F,CreatureZombieHeadless1a,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,025E63,CreatureMinotaurTitanBossNonungalo,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,004747,CreatureGolemGoldSummonGood,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp|OOO golems OBME edition.esp","OOO Enhanced.esp|OOO golems OBME edition.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,002279,CreatureGolemWater,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,0089FD,CreatureClannfear3,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,02F4FD,CreatureMountainLionHunter,APW - Conflict Resolution.esp|APW Merge 2.esp|APW Merge.esp,"OOO Enhanced.esp|APW Merge.esp|APW Merge 2.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp","OOO Enhanced.esp|Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CREA,007FBD,CreatureWolfSummon,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,008A2C,CreatureSkeleton3Heroab,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,0210F0,CreatureGoblin1Archerab2,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,014654,CreatureWolfSpectral4,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,0098C6,CreatureBearPolar0,APW - Conflict Resolution.esp|APW Merge.esp,OOO Enhanced.esp|APW Merge.esp|APW - Conflict Resolution.esp,"OOO Enhanced.esp|Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CREA,027880,CreatureImpCrazed1a,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,007FC7,CreatureWolfStarved1,APW Merge.esp,OOO Enhanced.esp|APW Merge.esp,"OOO Enhanced.esp|Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CREA,0210FF,CreatureGoblin1a2,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,00BE09,CreatureOgreBog7,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,007FBA,CreatureWolf2,APW - Conflict Resolution.esp|APW Merge.esp,"OOO Enhanced.esp|APW Merge.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp","OOO Enhanced.esp|Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CREA,0084FE,CreatureMountainLion2,APW Merge.esp,APW Merge.esp,"Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CREA,008A3D,CreatureWraith2GloomWeapon1,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,00BE1B,CreatureMinotaur8OOO,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,008A50,CreatureZombieHeadless1ab,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,007FE7,CreatureBoar1,APW Merge.esp,OOO Enhanced.esp|APW Merge.esp,"OOO Enhanced.esp|Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CREA,0089EF,CreatureOgreBog2,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,0317BD,CreatureOOOGuar05,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,03ACA2,ImpLegionHorseRockB,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,008A03,CreatureAtronachFlame1,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,008A44,CreatureZombie3ab,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,007FE6,CreatureBearBrownStarved3,APW Merge.esp,OOO Enhanced.esp|APW Merge.esp,"OOO Enhanced.esp|Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CREA,0030BB,CreatureGolemSilver2,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,03A289,ImpLegionHorseAleswellB,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,0089FA,CreatureTroll3,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,0030C0,CreatureGolemWater3,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,017CAB,CreatureBoar1NR,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,025E05,CreatureWolfGiant1,APW Merge.esp,OOO Enhanced.esp|APW Merge.esp,"OOO Enhanced.esp|Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CREA,0317C4,CreatureOOOGuarAshen02,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,0084E4,CreatureGoblin3BerserkerArchera,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,004D3C,ImpLegionHorseSardavarB,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,008A26,CreatureSkeleton1Archerab,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,007FBB,CreatureWolf3,APW - Conflict Resolution.esp|APW Merge.esp,"OOO Enhanced.esp|APW Merge.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp","OOO Enhanced.esp|Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CREA,0317CB,CreatureOOOGuarSwamp05,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,008A51,CreatureZombieHeadless2a,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,02EAD1,CreatureOOOGuar,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,004756,CreatureGolemMithrilAthragar,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,008A0A,CreatureScamp2,"APW - Conflict Resolution.esp|APW Merge.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|APW Merge.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,03A284,ImpLegionHorseNikelB,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,008A47,CreatureZombieDread1a,APW Merge.esp,OOO Enhanced.esp|APW Merge.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,00DF58,CreatureGolemIron3Summon,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,03A2A1,ImpLegionHorseFallsB,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,008A34,CreatureWraith0Faded2,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,03B196,ImpLegionHorseCrossroadsB,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,01C2DB,CreatureOgreBog2Special,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,008A2F,CreatureSkeleton4Championa,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,027DB2,CreatureBoar7,APW - Conflict Resolution.esp|APW Merge.esp,OOO Enhanced.esp|APW Merge.esp|APW - Conflict Resolution.esp,"OOO Enhanced.esp|Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CREA,007FBE,CreatureWolfSummon1,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,0084F9,CreatureImpMystical2,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,0030BD,CreatureGolemSilver4,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,007FD6,CreatureSlaughterfish2,"Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,007FC3,CreatureWolfPack1,APW Merge.esp,OOO Enhanced.esp|APW Merge.esp,"OOO Enhanced.esp|Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CREA,0317BB,CreatureOOOGuar03,"APW - Conflict Resolution.esp|Bashed Patch, 0.esp","OOO Enhanced.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp",OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,027DAA,CreatureWolfWargOOOc,APW - Conflict Resolution.esp,OOO Enhanced.esp|APW - Conflict Resolution.esp,OOO Enhanced.esp
Oscuro's_Oblivion_Overhaul.esm,CREA,007FE9,CreatureBoar3,APW Merge.esp,OOO Enhanced.esp|APW Merge.esp,"OOO Enhanced.esp|Bashed Patch, 0.esp"
Oscuro's_Oblivion_Overhaul.esm,CREA,003D1E,CreatureLeopardSnowOOO1,APW - Conflict Resolution.esp|APW Merge 2.esp|APW Merge.esp,"OOO Enhanced.esp|APW Merge.esp|APW Merge 2.esp|Bashed Patch, 0.esp|APW - Conflict Resolution.esp","OOO Enhanced.esp|Bashed Patch, 0.esp"
